Mês/Ano,Região Origem,Estado Origem,Região Destino,Estado Destino,Vendas de Biodiesel
10/2019,SUL,Paraná,SUDESTE,Espírito Santo,1058
10/2019,SUL,Paraná,SUDESTE,Minas Gerais,7334
10/2019,SUL,Paraná,SUDESTE,Rio de Janeiro,6514
10/2019,SUL,Paraná,SUDESTE,São Paulo,30083
10/2019,SUL,Paraná,SUL,Paraná,20480
10/2019,SUL,Paraná,SUL,Santa Catarina,1927
10/2019,SUL,Rio Grande do Sul,SUDESTE,Rio de Janeiro,3695
10/2019,SUL,Rio Grande do Sul,SUDESTE,São Paulo,69900
10/2019,SUL,Rio Grande do Sul,SUL,Paraná,165
10/2019,SUL,Rio Grande do Sul,SUL,Rio Grande do Sul,82294
10/2019,SUL,Rio Grande do Sul,SUL,Santa Catarina,15034
10/2019,SUL,Santa Catarina,SUDESTE,São Paulo,2850
10/2019,SUL,Santa Catarina,SUL,Paraná,8405
10/2019,SUL,Santa Catarina,SUL,Santa Catarina,2378
09/2019,CENTRO OESTE,Goiás,CENTRO OESTE,Distrito Federal,4027
09/2019,CENTRO OESTE,Goiás,CENTRO OESTE,Goiás,24776
09/2019,CENTRO OESTE,Goiás,NORDESTE,Alagoas,42
09/2019,CENTRO OESTE,Goiás,NORDESTE,Bahia,12685
09/2019,CENTRO OESTE,Goiás,NORDESTE,Ceará,862
09/2019,CENTRO OESTE,Goiás,NORDESTE,Maranhão,9497
09/2019,CENTRO OESTE,Goiás,NORDESTE,Paraíba,85
09/2019,CENTRO OESTE,Goiás,NORDESTE,Pernambuco,5857
09/2019,CENTRO OESTE,Goiás,NORDESTE,Rio Grande do Norte,1499
09/2019,CENTRO OESTE,Goiás,NORTE,Pará,4459
09/2019,CENTRO OESTE,Goiás,SUDESTE,Espírito Santo,2415
09/2019,CENTRO OESTE,Goiás,SUDESTE,Minas Gerais,14658
09/2019,CENTRO OESTE,Goiás,SUDESTE,Rio de Janeiro,1482
09/2019,CENTRO OESTE,Goiás,SUDESTE,São Paulo,450
09/2019,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Distrito Federal,39561
09/2019,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Goiás,7194
09/2019,CENTRO OESTE,Mato Grosso,NORDESTE,Ceará,904
09/2019,CENTRO OESTE,Mato Grosso,NORDESTE,Maranhão,9279
09/2019,CENTRO OESTE,Mato Grosso,NORDESTE,Pernambuco,229
09/2019,CENTRO OESTE,Mato Grosso,NORTE,Pará,41056
09/2019,CENTRO OESTE,Mato Grosso,SUDESTE,Minas Gerais,15283
09/2019,CENTRO OESTE,Mato Grosso,SUDESTE,São Paulo,2618
09/2019,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Distrito Federal,9140
09/2019,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Espírito Santo,81
09/2019,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Minas Gerais,4736
09/2019,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Rio de Janeiro,1946
09/2019,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,São Paulo,14030
09/2019,CENTRO OESTE,Mato Grosso do Sul,SUL,Paraná,1621
09/2019,NORDESTE,Bahia,NORDESTE,Alagoas,1917
09/2019,NORDESTE,Bahia,NORDESTE,Bahia,15918
09/2019,NORDESTE,Bahia,NORDESTE,Ceará,6212
09/2019,NORDESTE,Bahia,NORDESTE,Paraíba,3407
09/2019,NORDESTE,Bahia,NORDESTE,Pernambuco,7551
09/2019,NORDESTE,Bahia,NORDESTE,Rio Grande do Norte,3702
09/2019,NORTE,Rondônia,NORDESTE,Maranhão,58
09/2019,NORTE,Rondônia,NORTE,Pará,1000
09/2019,NORTE,Rondônia,NORTE,Rondônia,90
09/2019,NORTE,Tocantins,CENTRO OESTE,Distrito Federal,4075
09/2019,NORTE,Tocantins,NORDESTE,Maranhão,4323
09/2019,NORTE,Tocantins,NORDESTE,Pernambuco,111
09/2019,NORTE,Tocantins,NORTE,Pará,1754
09/2019,SUDESTE,Minas Gerais,SUDESTE,Minas Gerais,11275
09/2019,SUDESTE,Rio de Janeiro,NORDESTE,Bahia,115
09/2019,SUDESTE,Rio de Janeiro,SUDESTE,Espírito Santo,3884
09/2019,SUDESTE,Rio de Janeiro,SUDESTE,Minas Gerais,1680
09/2019,SUDESTE,Rio de Janeiro,SUDESTE,Rio de Janeiro,6946
09/2019,SUDESTE,Rio de Janeiro,SUDESTE,São Paulo,318
09/2019,SUDESTE,São Paulo,CENTRO OESTE,Goiás,84
09/2019,SUDESTE,São Paulo,SUDESTE,Espírito Santo,153
09/2019,SUDESTE,São Paulo,SUDESTE,Minas Gerais,8974
09/2019,SUDESTE,São Paulo,SUDESTE,Rio de Janeiro,42
09/2019,SUDESTE,São Paulo,SUDESTE,São Paulo,10802
09/2019,SUL,Paraná,SUDESTE,Espírito Santo,2019
09/2019,SUL,Paraná,SUDESTE,Minas Gerais,6996
09/2019,SUL,Paraná,SUDESTE,Rio de Janeiro,8174
09/2019,SUL,Paraná,SUDESTE,São Paulo,29180
09/2019,SUL,Paraná,SUL,Paraná,15920
09/2019,SUL,Paraná,SUL,Santa Catarina,1369
09/2019,SUL,Rio Grande do Sul,SUDESTE,Rio de Janeiro,5096
09/2019,SUL,Rio Grande do Sul,SUDESTE,São Paulo,60443
09/2019,SUL,Rio Grande do Sul,SUL,Paraná,82
09/2019,SUL,Rio Grande do Sul,SUL,Rio Grande do Sul,75211
09/2019,SUL,Rio Grande do Sul,SUL,Santa Catarina,14807
09/2019,SUL,Santa Catarina,SUDESTE,São Paulo,2293
09/2019,SUL,Santa Catarina,SUL,Paraná,6697
09/2019,SUL,Santa Catarina,SUL,Rio Grande do Sul,160
09/2019,SUL,Santa Catarina,SUL,Santa Catarina,1846
08/2019,CENTRO OESTE,Goiás,CENTRO OESTE,Distrito Federal,2866
08/2019,CENTRO OESTE,Goiás,CENTRO OESTE,Goiás,21869
08/2019,CENTRO OESTE,Goiás,NORDESTE,Bahia,14001
08/2019,CENTRO OESTE,Goiás,NORDESTE,Ceará,555
08/2019,CENTRO OESTE,Goiás,NORDESTE,Maranhão,2510
08/2019,CENTRO OESTE,Goiás,NORDESTE,Pernambuco,4254
08/2019,CENTRO OESTE,Goiás,NORDESTE,Rio Grande do Norte,1956
08/2019,CENTRO OESTE,Goiás,NORTE,Pará,1577
08/2019,CENTRO OESTE,Goiás,SUDESTE,Espírito Santo,2166
08/2019,CENTRO OESTE,Goiás,SUDESTE,Minas Gerais,27618
08/2019,CENTRO OESTE,Goiás,SUDESTE,Rio de Janeiro,772
08/2019,CENTRO OESTE,Goiás,SUDESTE,São Paulo,1122
08/2019,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Distrito Federal,38609
08/2019,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Goiás,8942
08/2019,CENTRO OESTE,Mato Grosso,NORDESTE,Bahia,118
08/2019,CENTRO OESTE,Mato Grosso,NORDESTE,Maranhão,13342
08/2019,CENTRO OESTE,Mato Grosso,NORTE,Pará,35796
08/2019,CENTRO OESTE,Mato Grosso,SUDESTE,Minas Gerais,10014
08/2019,CENTRO OESTE,Mato Grosso,SUDESTE,São Paulo,913
08/2019,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Distrito Federal,5369
08/2019,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Espírito Santo,731
08/2019,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Minas Gerais,2268
08/2019,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Rio de Janeiro,3148
08/2019,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,São Paulo,16640
08/2019,CENTRO OESTE,Mato Grosso do Sul,SUL,Paraná,848
08/2019,NORDESTE,Bahia,NORDESTE,Alagoas,1342
08/2019,NORDESTE,Bahia,NORDESTE,Bahia,13359
08/2019,NORDESTE,Bahia,NORDESTE,Ceará,6903
08/2019,NORDESTE,Bahia,NORDESTE,Maranhão,212
08/2019,NORDESTE,Bahia,NORDESTE,Paraíba,3319
08/2019,NORDESTE,Bahia,NORDESTE,Pernambuco,9882
08/2019,NORDESTE,Bahia,NORDESTE,Rio Grande do Norte,2992
08/2019,NORDESTE,Bahia,SUDESTE,Espírito Santo,273
08/2019,NORTE,Rondônia,NORTE,Pará,249
08/2019,NORTE,Rondônia,NORTE,Rondônia,245
08/2019,NORTE,Tocantins,CENTRO OESTE,Distrito Federal,2860
08/2019,NORTE,Tocantins,NORDESTE,Bahia,56
08/2019,NORTE,Tocantins,NORDESTE,Maranhão,5623
08/2019,NORTE,Tocantins,NORTE,Pará,490
08/2019,SUDESTE,Minas Gerais,SUDESTE,Minas Gerais,8695
08/2019,SUDESTE,Rio de Janeiro,NORDESTE,Bahia,1524
08/2019,SUDESTE,Rio de Janeiro,SUDESTE,Espírito Santo,3629
08/2019,SUDESTE,Rio de Janeiro,SUDESTE,Minas Gerais,889
08/2019,SUDESTE,Rio de Janeiro,SUDESTE,Rio de Janeiro,7186
08/2019,SUDESTE,Rio de Janeiro,SUDESTE,São Paulo,2251
08/2019,SUDESTE,São Paulo,NORDESTE,Maranhão,42
08/2019,SUDESTE,São Paulo,NORDESTE,Pernambuco,247
08/2019,SUDESTE,São Paulo,SUDESTE,Espírito Santo,157
08/2019,SUDESTE,São Paulo,SUDESTE,Minas Gerais,3323
08/2019,SUDESTE,São Paulo,SUDESTE,Rio de Janeiro,139
08/2019,SUDESTE,São Paulo,SUDESTE,São Paulo,11871
08/2019,SUDESTE,São Paulo,SUL,Paraná,40
08/2019,SUL,Paraná,SUDESTE,Espírito Santo,574
08/2019,SUL,Paraná,SUDESTE,Minas Gerais,2807
08/2019,SUL,Paraná,SUDESTE,Rio de Janeiro,7137
08/2019,SUL,Paraná,SUDESTE,São Paulo,29630
08/2019,SUL,Paraná,SUL,Paraná,13297
08/2019,SUL,Paraná,SUL,Rio Grande do Sul,625
08/2019,SUL,Paraná,SUL,Santa Catarina,1429
08/2019,SUL,Rio Grande do Sul,SUDESTE,Minas Gerais,285
08/2019,SUL,Rio Grande do Sul,SUDESTE,Rio de Janeiro,1434
08/2019,SUL,Rio Grande do Sul,SUDESTE,São Paulo,48475
08/2019,SUL,Rio Grande do Sul,SUL,Paraná,168
08/2019,SUL,Rio Grande do Sul,SUL,Rio Grande do Sul,67861
08/2019,SUL,Rio Grande do Sul,SUL,Santa Catarina,13013
08/2019,SUL,Santa Catarina,SUDESTE,São Paulo,1362
08/2019,SUL,Santa Catarina,SUL,Paraná,7338
08/2019,SUL,Santa Catarina,SUL,Rio Grande do Sul,138
08/2019,SUL,Santa Catarina,SUL,Santa Catarina,2642
07/2019,CENTRO OESTE,Goiás,CENTRO OESTE,Distrito Federal,2287
07/2019,CENTRO OESTE,Goiás,CENTRO OESTE,Goiás,22358
07/2019,CENTRO OESTE,Goiás,NORDESTE,Bahia,12012
07/2019,CENTRO OESTE,Goiás,NORDESTE,Ceará,653
07/2019,CENTRO OESTE,Goiás,NORDESTE,Maranhão,768
07/2019,CENTRO OESTE,Goiás,NORDESTE,Paraíba,133
07/2019,CENTRO OESTE,Goiás,NORDESTE,Pernambuco,2576
07/2019,CENTRO OESTE,Goiás,NORDESTE,Rio Grande do Norte,1667
07/2019,CENTRO OESTE,Goiás,NORTE,Pará,1538
07/2019,CENTRO OESTE,Goiás,SUDESTE,Espírito Santo,1850
07/2019,CENTRO OESTE,Goiás,SUDESTE,Minas Gerais,24708
07/2019,CENTRO OESTE,Goiás,SUDESTE,Rio de Janeiro,448
07/2019,CENTRO OESTE,Goiás,SUDESTE,São Paulo,2840
07/2019,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Distrito Federal,40530
07/2019,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Goiás,9167
07/2019,CENTRO OESTE,Mato Grosso,NORDESTE,Maranhão,15578
07/2019,CENTRO OESTE,Mato Grosso,NORTE,Pará,31413
07/2019,CENTRO OESTE,Mato Grosso,SUDESTE,Minas Gerais,13605
07/2019,CENTRO OESTE,Mato Grosso,SUDESTE,São Paulo,2615
07/2019,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Distrito Federal,6849
07/2019,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Espírito Santo,914
07/2019,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Minas Gerais,4167
07/2019,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Rio de Janeiro,2412
07/2019,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,São Paulo,14670
07/2019,CENTRO OESTE,Mato Grosso do Sul,SUL,Paraná,473
07/2019,NORDESTE,Bahia,NORDESTE,Alagoas,1234
07/2019,NORDESTE,Bahia,NORDESTE,Bahia,13430
07/2019,NORDESTE,Bahia,NORDESTE,Ceará,6412
07/2019,NORDESTE,Bahia,NORDESTE,Paraíba,2987
07/2019,NORDESTE,Bahia,NORDESTE,Pernambuco,9571
07/2019,NORDESTE,Bahia,NORDESTE,Rio Grande do Norte,2295
07/2019,NORTE,Rondônia,NORTE,Pará,235
07/2019,NORTE,Tocantins,CENTRO OESTE,Distrito Federal,2563
07/2019,NORTE,Tocantins,NORDESTE,Bahia,722
07/2019,NORTE,Tocantins,NORDESTE,Maranhão,4201
07/2019,NORTE,Tocantins,NORTE,Pará,1995
07/2019,SUDESTE,Minas Gerais,SUDESTE,Minas Gerais,7069
07/2019,SUDESTE,Rio de Janeiro,NORDESTE,Bahia,1843
07/2019,SUDESTE,Rio de Janeiro,SUDESTE,Espírito Santo,2164
07/2019,SUDESTE,Rio de Janeiro,SUDESTE,Minas Gerais,900
07/2019,SUDESTE,Rio de Janeiro,SUDESTE,Rio de Janeiro,7559
07/2019,SUDESTE,Rio de Janeiro,SUDESTE,São Paulo,1032
07/2019,SUDESTE,São Paulo,SUDESTE,Espírito Santo,116
07/2019,SUDESTE,São Paulo,SUDESTE,Minas Gerais,2272
07/2019,SUDESTE,São Paulo,SUDESTE,Rio de Janeiro,120
07/2019,SUDESTE,São Paulo,SUDESTE,São Paulo,13417
07/2019,SUL,Paraná,SUDESTE,Espírito Santo,859
07/2019,SUL,Paraná,SUDESTE,Minas Gerais,2993
07/2019,SUL,Paraná,SUDESTE,Rio de Janeiro,7338
07/2019,SUL,Paraná,SUDESTE,São Paulo,29984
07/2019,SUL,Paraná,SUL,Paraná,13986
07/2019,SUL,Paraná,SUL,Rio Grande do Sul,166
07/2019,SUL,Paraná,SUL,Santa Catarina,1167
07/2019,SUL,Rio Grande do Sul,SUDESTE,Minas Gerais,458
07/2019,SUL,Rio Grande do Sul,SUDESTE,Rio de Janeiro,1128
07/2019,SUL,Rio Grande do Sul,SUDESTE,São Paulo,41352
07/2019,SUL,Rio Grande do Sul,SUL,Paraná,84
07/2019,SUL,Rio Grande do Sul,SUL,Rio Grande do Sul,76057
07/2019,SUL,Rio Grande do Sul,SUL,Santa Catarina,12824
07/2019,SUL,Santa Catarina,SUDESTE,Rio de Janeiro,453
07/2019,SUL,Santa Catarina,SUDESTE,São Paulo,1135
07/2019,SUL,Santa Catarina,SUL,Paraná,7338
07/2019,SUL,Santa Catarina,SUL,Rio Grande do Sul,81
07/2019,SUL,Santa Catarina,SUL,Santa Catarina,2598
06/2019,CENTRO OESTE,Goiás,CENTRO OESTE,Distrito Federal,2749
06/2019,CENTRO OESTE,Goiás,CENTRO OESTE,Goiás,21484
06/2019,CENTRO OESTE,Goiás,NORDESTE,Bahia,6334
06/2019,CENTRO OESTE,Goiás,NORDESTE,Ceará,186
06/2019,CENTRO OESTE,Goiás,NORDESTE,Maranhão,5831
06/2019,CENTRO OESTE,Goiás,NORDESTE,Paraíba,87
06/2019,CENTRO OESTE,Goiás,NORDESTE,Pernambuco,3235
06/2019,CENTRO OESTE,Goiás,NORDESTE,Rio Grande do Norte,1233
06/2019,CENTRO OESTE,Goiás,NORTE,Pará,2501
06/2019,CENTRO OESTE,Goiás,SUDESTE,Espírito Santo,2567
06/2019,CENTRO OESTE,Goiás,SUDESTE,Minas Gerais,23148
06/2019,CENTRO OESTE,Goiás,SUDESTE,Rio de Janeiro,85
06/2019,CENTRO OESTE,Goiás,SUDESTE,São Paulo,1456
06/2019,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Distrito Federal,36036
06/2019,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Goiás,2259
06/2019,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Mato Grosso,545
06/2019,CENTRO OESTE,Mato Grosso,NORDESTE,Maranhão,12038
06/2019,CENTRO OESTE,Mato Grosso,NORTE,Pará,26136
06/2019,CENTRO OESTE,Mato Grosso,SUDESTE,Minas Gerais,5733
06/2019,CENTRO OESTE,Mato Grosso,SUDESTE,Rio de Janeiro,1304
06/2019,CENTRO OESTE,Mato Grosso,SUDESTE,São Paulo,2698
06/2019,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Distrito Federal,5239
06/2019,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Goiás,108
06/2019,CENTRO OESTE,Mato Grosso do Sul,NORDESTE,Maranhão,174
06/2019,CENTRO OESTE,Mato Grosso do Sul,NORDESTE,Pernambuco,55
06/2019,CENTRO OESTE,Mato Grosso do Sul,NORTE,Pará,44
06/2019,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Espírito Santo,1492
06/2019,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Minas Gerais,5983
06/2019,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Rio de Janeiro,3496
06/2019,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,São Paulo,8801
06/2019,CENTRO OESTE,Mato Grosso do Sul,SUL,Paraná,1279
06/2019,NORDESTE,Bahia,NORDESTE,Alagoas,1178
06/2019,NORDESTE,Bahia,NORDESTE,Bahia,17163
06/2019,NORDESTE,Bahia,NORDESTE,Ceará,5921
06/2019,NORDESTE,Bahia,NORDESTE,Paraíba,2939
06/2019,NORDESTE,Bahia,NORDESTE,Pernambuco,10611
06/2019,NORDESTE,Bahia,NORDESTE,Rio Grande do Norte,2242
06/2019,NORTE,Rondônia,NORTE,Pará,1283
06/2019,NORTE,Tocantins,CENTRO OESTE,Distrito Federal,2054
06/2019,NORTE,Tocantins,NORDESTE,Maranhão,4502
06/2019,NORTE,Tocantins,NORTE,Pará,1547
06/2019,SUDESTE,Minas Gerais,SUDESTE,Minas Gerais,12103
06/2019,SUDESTE,Rio de Janeiro,NORDESTE,Bahia,1102
06/2019,SUDESTE,Rio de Janeiro,SUDESTE,Espírito Santo,2723
06/2019,SUDESTE,Rio de Janeiro,SUDESTE,Minas Gerais,773
06/2019,SUDESTE,Rio de Janeiro,SUDESTE,Rio de Janeiro,3868
06/2019,SUDESTE,Rio de Janeiro,SUDESTE,São Paulo,1460
06/2019,SUDESTE,São Paulo,SUDESTE,Espírito Santo,194
06/2019,SUDESTE,São Paulo,SUDESTE,Minas Gerais,1710
06/2019,SUDESTE,São Paulo,SUDESTE,Rio de Janeiro,40
06/2019,SUDESTE,São Paulo,SUDESTE,São Paulo,16482
06/2019,SUDESTE,São Paulo,SUL,Paraná,41
06/2019,SUL,Paraná,SUDESTE,Espírito Santo,520
06/2019,SUL,Paraná,SUDESTE,Minas Gerais,1993
06/2019,SUL,Paraná,SUDESTE,Rio de Janeiro,7720
06/2019,SUL,Paraná,SUDESTE,São Paulo,22480
06/2019,SUL,Paraná,SUL,Paraná,17793
06/2019,SUL,Paraná,SUL,Santa Catarina,884
06/2019,SUL,Rio Grande do Sul,SUDESTE,Rio de Janeiro,2155
06/2019,SUL,Rio Grande do Sul,SUDESTE,São Paulo,41650
06/2019,SUL,Rio Grande do Sul,SUL,Paraná,127
06/2019,SUL,Rio Grande do Sul,SUL,Rio Grande do Sul,64749
06/2019,SUL,Rio Grande do Sul,SUL,Santa Catarina,10182
06/2019,SUL,Santa Catarina,SUDESTE,São Paulo,4735
06/2019,SUL,Santa Catarina,SUL,Paraná,1511
06/2019,SUL,Santa Catarina,SUL,Santa Catarina,3443
05/2019,CENTRO OESTE,Goiás,CENTRO OESTE,Distrito Federal,3050
05/2019,CENTRO OESTE,Goiás,CENTRO OESTE,Goiás,22162
05/2019,CENTRO OESTE,Goiás,NORDESTE,Bahia,7584
05/2019,CENTRO OESTE,Goiás,NORDESTE,Ceará,210
05/2019,CENTRO OESTE,Goiás,NORDESTE,Maranhão,4998
05/2019,CENTRO OESTE,Goiás,NORDESTE,Paraíba,45
05/2019,CENTRO OESTE,Goiás,NORDESTE,Pernambuco,1422
05/2019,CENTRO OESTE,Goiás,NORDESTE,Rio Grande do Norte,1237
05/2019,CENTRO OESTE,Goiás,NORTE,Pará,1690
05/2019,CENTRO OESTE,Goiás,SUDESTE,Espírito Santo,2117
05/2019,CENTRO OESTE,Goiás,SUDESTE,Minas Gerais,21687
05/2019,CENTRO OESTE,Goiás,SUDESTE,Rio de Janeiro,264
05/2019,CENTRO OESTE,Goiás,SUDESTE,São Paulo,689
05/2019,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Distrito Federal,34271
05/2019,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Goiás,2681
05/2019,CENTRO OESTE,Mato Grosso,NORDESTE,Maranhão,9957
05/2019,CENTRO OESTE,Mato Grosso,NORTE,Pará,27631
05/2019,CENTRO OESTE,Mato Grosso,SUDESTE,Minas Gerais,5350
05/2019,CENTRO OESTE,Mato Grosso,SUDESTE,Rio de Janeiro,1534
05/2019,CENTRO OESTE,Mato Grosso,SUDESTE,São Paulo,3740
05/2019,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Distrito Federal,5427
05/2019,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Goiás,54
05/2019,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Espírito Santo,1667
05/2019,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Minas Gerais,5580
05/2019,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Rio de Janeiro,4045
05/2019,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,São Paulo,8157
05/2019,CENTRO OESTE,Mato Grosso do Sul,SUL,Paraná,1640
05/2019,NORDESTE,Bahia,NORDESTE,Alagoas,1022
05/2019,NORDESTE,Bahia,NORDESTE,Bahia,18140
05/2019,NORDESTE,Bahia,NORDESTE,Ceará,5887
05/2019,NORDESTE,Bahia,NORDESTE,Maranhão,556
05/2019,NORDESTE,Bahia,NORDESTE,Paraíba,2621
05/2019,NORDESTE,Bahia,NORDESTE,Pernambuco,7869
05/2019,NORDESTE,Bahia,NORDESTE,Rio Grande do Norte,2164
05/2019,NORTE,Rondônia,NORTE,Pará,1196
05/2019,NORTE,Tocantins,CENTRO OESTE,Distrito Federal,1647
05/2019,NORTE,Tocantins,NORDESTE,Maranhão,3967
05/2019,NORTE,Tocantins,NORTE,Pará,1553
05/2019,SUDESTE,Minas Gerais,SUDESTE,Minas Gerais,10729
05/2019,SUDESTE,Rio de Janeiro,NORDESTE,Bahia,933
05/2019,SUDESTE,Rio de Janeiro,SUDESTE,Espírito Santo,1652
05/2019,SUDESTE,Rio de Janeiro,SUDESTE,Minas Gerais,364
05/2019,SUDESTE,Rio de Janeiro,SUDESTE,Rio de Janeiro,3310
05/2019,SUDESTE,Rio de Janeiro,SUDESTE,São Paulo,1297
05/2019,SUDESTE,São Paulo,SUDESTE,Espírito Santo,200
05/2019,SUDESTE,São Paulo,SUDESTE,Minas Gerais,1986
05/2019,SUDESTE,São Paulo,SUDESTE,Rio de Janeiro,111
05/2019,SUDESTE,São Paulo,SUDESTE,São Paulo,14628
05/2019,SUL,Paraná,SUDESTE,Espírito Santo,692
05/2019,SUL,Paraná,SUDESTE,Minas Gerais,2213
05/2019,SUL,Paraná,SUDESTE,Rio de Janeiro,6512
05/2019,SUL,Paraná,SUDESTE,São Paulo,23155
05/2019,SUL,Paraná,SUL,Paraná,17812
05/2019,SUL,Paraná,SUL,Rio Grande do Sul,347
05/2019,SUL,Paraná,SUL,Santa Catarina,1022
05/2019,SUL,Rio Grande do Sul,SUDESTE,Rio de Janeiro,1737
05/2019,SUL,Rio Grande do Sul,SUDESTE,São Paulo,42585
05/2019,SUL,Rio Grande do Sul,SUL,Paraná,128
05/2019,SUL,Rio Grande do Sul,SUL,Rio Grande do Sul,65520
05/2019,SUL,Rio Grande do Sul,SUL,Santa Catarina,10884
05/2019,SUL,Santa Catarina,SUDESTE,São Paulo,4753
05/2019,SUL,Santa Catarina,SUL,Paraná,1509
05/2019,SUL,Santa Catarina,SUL,Rio Grande do Sul,81
05/2019,SUL,Santa Catarina,SUL,Santa Catarina,3400
04/2019,CENTRO OESTE,Goiás,CENTRO OESTE,Distrito Federal,1628
04/2019,CENTRO OESTE,Goiás,CENTRO OESTE,Goiás,13371
04/2019,CENTRO OESTE,Goiás,NORDESTE,Bahia,10121
04/2019,CENTRO OESTE,Goiás,NORDESTE,Ceará,3776
04/2019,CENTRO OESTE,Goiás,NORDESTE,Maranhão,2543
04/2019,CENTRO OESTE,Goiás,NORDESTE,Paraíba,45
04/2019,CENTRO OESTE,Goiás,NORDESTE,Pernambuco,3112
04/2019,CENTRO OESTE,Goiás,NORDESTE,Rio Grande do Norte,1202
04/2019,CENTRO OESTE,Goiás,NORTE,Pará,1589
04/2019,CENTRO OESTE,Goiás,SUDESTE,Espírito Santo,1965
04/2019,CENTRO OESTE,Goiás,SUDESTE,Minas Gerais,25183
04/2019,CENTRO OESTE,Goiás,SUDESTE,São Paulo,953
04/2019,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Distrito Federal,40228
04/2019,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Goiás,8333
04/2019,CENTRO OESTE,Mato Grosso,NORDESTE,Bahia,153
04/2019,CENTRO OESTE,Mato Grosso,NORDESTE,Maranhão,13809
04/2019,CENTRO OESTE,Mato Grosso,NORDESTE,Pernambuco,1594
04/2019,CENTRO OESTE,Mato Grosso,NORTE,Pará,31506
04/2019,CENTRO OESTE,Mato Grosso,SUDESTE,Minas Gerais,4928
04/2019,CENTRO OESTE,Mato Grosso,SUDESTE,Rio de Janeiro,1519
04/2019,CENTRO OESTE,Mato Grosso,SUDESTE,São Paulo,544
04/2019,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Distrito Federal,5013
04/2019,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Espírito Santo,516
04/2019,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Minas Gerais,6896
04/2019,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Rio de Janeiro,1751
04/2019,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,São Paulo,11039
04/2019,CENTRO OESTE,Mato Grosso do Sul,SUL,Paraná,2103
04/2019,NORDESTE,Bahia,NORDESTE,Alagoas,1682
04/2019,NORDESTE,Bahia,NORDESTE,Bahia,13274
04/2019,NORDESTE,Bahia,NORDESTE,Ceará,2545
04/2019,NORDESTE,Bahia,NORDESTE,Paraíba,3208
04/2019,NORDESTE,Bahia,NORDESTE,Pernambuco,8250
04/2019,NORDESTE,Bahia,NORDESTE,Rio Grande do Norte,3304
04/2019,NORTE,Rondônia,NORDESTE,Maranhão,95
04/2019,NORTE,Rondônia,NORTE,Pará,896
04/2019,NORTE,Tocantins,CENTRO OESTE,Distrito Federal,4138
04/2019,NORTE,Tocantins,NORDESTE,Maranhão,1345
04/2019,NORTE,Tocantins,NORDESTE,Pernambuco,781
04/2019,NORTE,Tocantins,NORTE,Pará,87
04/2019,SUDESTE,Minas Gerais,SUDESTE,Minas Gerais,12374
04/2019,SUDESTE,Rio de Janeiro,SUDESTE,Espírito Santo,2662
