Mês/Ano,Região Origem,Estado Origem,Região Destino,Estado Destino,Vendas de Biodiesel
08/2020,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Goiás,633
08/2020,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Minas Gerais,5407
08/2020,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Rio de Janeiro,1346
08/2020,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,São Paulo,12492
08/2020,CENTRO OESTE,Mato Grosso do Sul,SUL,Paraná,6346
08/2020,NORDESTE,Bahia,NORDESTE,Alagoas,1909
08/2020,NORDESTE,Bahia,NORDESTE,Bahia,19475
08/2020,NORDESTE,Bahia,NORDESTE,Ceará,4039
08/2020,NORDESTE,Bahia,NORDESTE,Maranhão,113
08/2020,NORDESTE,Bahia,NORDESTE,Paraíba,3897
08/2020,NORDESTE,Bahia,NORDESTE,Pernambuco,8709
08/2020,NORDESTE,Bahia,NORDESTE,Rio Grande do Norte,4047
08/2020,NORDESTE,Bahia,SUDESTE,Espírito Santo,134
08/2020,NORDESTE,Piauí,NORDESTE,Ceará,1118
08/2020,NORDESTE,Piauí,NORDESTE,Maranhão,1099
08/2020,NORDESTE,Piauí,NORDESTE,Pernambuco,1784
08/2020,NORDESTE,Piauí,NORDESTE,Rio Grande do Norte,62
08/2020,NORDESTE,Piauí,NORTE,Pará,338
08/2020,NORDESTE,Piauí,SUL,Paraná,24
08/2020,NORTE,Rondônia,NORTE,Pará,1133
08/2020,NORTE,Tocantins,CENTRO OESTE,Distrito Federal,4562
08/2020,NORTE,Tocantins,NORDESTE,Bahia,1123
08/2020,NORTE,Tocantins,NORDESTE,Ceará,508
08/2020,NORTE,Tocantins,NORDESTE,Maranhão,3278
08/2020,NORTE,Tocantins,NORDESTE,Pernambuco,449
08/2020,NORTE,Tocantins,NORDESTE,Rio Grande do Norte,57
08/2020,NORTE,Tocantins,NORTE,Pará,4817
08/2020,SUDESTE,Minas Gerais,SUDESTE,Minas Gerais,11696
08/2020,SUDESTE,Rio de Janeiro,NORDESTE,Bahia,2337
08/2020,SUDESTE,Rio de Janeiro,NORDESTE,Ceará,781
08/2020,SUDESTE,Rio de Janeiro,NORDESTE,Paraíba,156
08/2020,SUDESTE,Rio de Janeiro,SUDESTE,Espírito Santo,6522
08/2020,SUDESTE,Rio de Janeiro,SUDESTE,Minas Gerais,2278
08/2020,SUDESTE,Rio de Janeiro,SUDESTE,Rio de Janeiro,2046
08/2020,SUDESTE,Rio de Janeiro,SUDESTE,São Paulo,2038
08/2020,SUDESTE,São Paulo,CENTRO OESTE,Goiás,2428
08/2020,SUDESTE,São Paulo,NORDESTE,Bahia,264
08/2020,SUDESTE,São Paulo,NORDESTE,Pernambuco,199
08/2020,SUDESTE,São Paulo,SUDESTE,Espírito Santo,259
08/2020,SUDESTE,São Paulo,SUDESTE,Minas Gerais,9692
08/2020,SUDESTE,São Paulo,SUDESTE,Rio de Janeiro,525
08/2020,SUDESTE,São Paulo,SUDESTE,São Paulo,14011
08/2020,SUL,Paraná,NORDESTE,Bahia,77
08/2020,SUL,Paraná,SUDESTE,Espírito Santo,776
08/2020,SUL,Paraná,SUDESTE,Minas Gerais,1805
08/2020,SUL,Paraná,SUDESTE,Rio de Janeiro,8104
08/2020,SUL,Paraná,SUDESTE,São Paulo,35513
08/2020,SUL,Paraná,SUL,Paraná,14926
08/2020,SUL,Paraná,SUL,Santa Catarina,1844
08/2020,SUL,Rio Grande do Sul,CENTRO OESTE,Goiás,424
08/2020,SUL,Rio Grande do Sul,NORDESTE,Bahia,327
08/2020,SUL,Rio Grande do Sul,SUDESTE,Espírito Santo,1294
08/2020,SUL,Rio Grande do Sul,SUDESTE,Minas Gerais,6437
08/2020,SUL,Rio Grande do Sul,SUDESTE,Rio de Janeiro,5233
08/2020,SUL,Rio Grande do Sul,SUDESTE,São Paulo,68256
08/2020,SUL,Rio Grande do Sul,SUL,Paraná,122
08/2020,SUL,Rio Grande do Sul,SUL,Rio Grande do Sul,86175
08/2020,SUL,Rio Grande do Sul,SUL,Santa Catarina,16651
08/2020,SUL,Santa Catarina,SUDESTE,Espírito Santo,2023
08/2020,SUL,Santa Catarina,SUDESTE,Rio de Janeiro,2042
08/2020,SUL,Santa Catarina,SUDESTE,São Paulo,200
08/2020,SUL,Santa Catarina,SUL,Paraná,8176
08/2020,SUL,Santa Catarina,SUL,Santa Catarina,1179
07/2020,CENTRO OESTE,Goiás,CENTRO OESTE,Distrito Federal,3516
07/2020,CENTRO OESTE,Goiás,CENTRO OESTE,Goiás,31762
07/2020,CENTRO OESTE,Goiás,NORDESTE,Bahia,7261
07/2020,CENTRO OESTE,Goiás,NORDESTE,Ceará,607
07/2020,CENTRO OESTE,Goiás,NORDESTE,Maranhão,10350
07/2020,CENTRO OESTE,Goiás,NORDESTE,Paraíba,43
07/2020,CENTRO OESTE,Goiás,NORDESTE,Pernambuco,2899
07/2020,CENTRO OESTE,Goiás,NORDESTE,Rio Grande do Norte,839
07/2020,CENTRO OESTE,Goiás,NORTE,Pará,8032
07/2020,CENTRO OESTE,Goiás,SUDESTE,Espírito Santo,413
07/2020,CENTRO OESTE,Goiás,SUDESTE,Minas Gerais,18034
07/2020,CENTRO OESTE,Goiás,SUDESTE,São Paulo,2146
07/2020,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Distrito Federal,52165
07/2020,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Goiás,7250
07/2020,CENTRO OESTE,Mato Grosso,NORDESTE,Bahia,484
07/2020,CENTRO OESTE,Mato Grosso,NORDESTE,Maranhão,7220
07/2020,CENTRO OESTE,Mato Grosso,NORDESTE,Pernambuco,571
07/2020,CENTRO OESTE,Mato Grosso,NORDESTE,Rio Grande do Norte,44
07/2020,CENTRO OESTE,Mato Grosso,NORTE,Pará,52962
07/2020,CENTRO OESTE,Mato Grosso,SUDESTE,Minas Gerais,15659
07/2020,CENTRO OESTE,Mato Grosso,SUDESTE,São Paulo,3548
07/2020,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Distrito Federal,9517
07/2020,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Goiás,97
07/2020,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Espírito Santo,81
07/2020,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Minas Gerais,4495
07/2020,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Rio de Janeiro,520
07/2020,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,São Paulo,11203
07/2020,CENTRO OESTE,Mato Grosso do Sul,SUL,Paraná,5509
07/2020,NORDESTE,Bahia,NORDESTE,Alagoas,1706
07/2020,NORDESTE,Bahia,NORDESTE,Bahia,21718
07/2020,NORDESTE,Bahia,NORDESTE,Ceará,6155
07/2020,NORDESTE,Bahia,NORDESTE,Maranhão,194
07/2020,NORDESTE,Bahia,NORDESTE,Paraíba,3748
07/2020,NORDESTE,Bahia,NORDESTE,Pernambuco,9076
07/2020,NORDESTE,Bahia,NORDESTE,Rio Grande do Norte,3417
07/2020,NORDESTE,Bahia,SUDESTE,Espírito Santo,42
07/2020,NORDESTE,Bahia,SUDESTE,Minas Gerais,101
07/2020,NORDESTE,Piauí,NORDESTE,Ceará,1645
07/2020,NORDESTE,Piauí,NORDESTE,Maranhão,1628
07/2020,NORDESTE,Piauí,NORDESTE,Pernambuco,1166
07/2020,NORDESTE,Piauí,NORDESTE,Rio Grande do Norte,59
07/2020,NORDESTE,Piauí,NORTE,Pará,599
07/2020,NORTE,Rondônia,NORTE,Pará,786
07/2020,NORTE,Tocantins,CENTRO OESTE,Distrito Federal,6158
07/2020,NORTE,Tocantins,NORDESTE,Bahia,1349
07/2020,NORTE,Tocantins,NORDESTE,Ceará,332
07/2020,NORTE,Tocantins,NORDESTE,Maranhão,3327
07/2020,NORTE,Tocantins,NORDESTE,Pernambuco,488
07/2020,NORTE,Tocantins,NORDESTE,Rio Grande do Norte,215
07/2020,NORTE,Tocantins,NORTE,Pará,2940
07/2020,SUDESTE,Minas Gerais,SUDESTE,Minas Gerais,13345
07/2020,SUDESTE,Rio de Janeiro,CENTRO OESTE,Distrito Federal,39
07/2020,SUDESTE,Rio de Janeiro,CENTRO OESTE,Goiás,42
07/2020,SUDESTE,Rio de Janeiro,NORDESTE,Bahia,1743
07/2020,SUDESTE,Rio de Janeiro,SUDESTE,Espírito Santo,5242
07/2020,SUDESTE,Rio de Janeiro,SUDESTE,Minas Gerais,2807
07/2020,SUDESTE,Rio de Janeiro,SUDESTE,Rio de Janeiro,1896
07/2020,SUDESTE,Rio de Janeiro,SUDESTE,São Paulo,718
07/2020,SUDESTE,São Paulo,NORDESTE,Bahia,410
07/2020,SUDESTE,São Paulo,NORDESTE,Pernambuco,225
07/2020,SUDESTE,São Paulo,SUDESTE,Espírito Santo,1966
07/2020,SUDESTE,São Paulo,SUDESTE,Minas Gerais,9403
07/2020,SUDESTE,São Paulo,SUDESTE,Rio de Janeiro,620
07/2020,SUDESTE,São Paulo,SUDESTE,São Paulo,15674
07/2020,SUL,Paraná,SUDESTE,Espírito Santo,2409
07/2020,SUL,Paraná,SUDESTE,Minas Gerais,2200
07/2020,SUL,Paraná,SUDESTE,Rio de Janeiro,10251
07/2020,SUL,Paraná,SUDESTE,São Paulo,36538
07/2020,SUL,Paraná,SUL,Paraná,15817
07/2020,SUL,Paraná,SUL,Santa Catarina,1676
07/2020,SUL,Rio Grande do Sul,SUDESTE,Minas Gerais,591
07/2020,SUL,Rio Grande do Sul,SUDESTE,Rio de Janeiro,1389
07/2020,SUL,Rio Grande do Sul,SUDESTE,São Paulo,57588
07/2020,SUL,Rio Grande do Sul,SUL,Paraná,43
07/2020,SUL,Rio Grande do Sul,SUL,Rio Grande do Sul,88013
07/2020,SUL,Rio Grande do Sul,SUL,Santa Catarina,15708
07/2020,SUL,Santa Catarina,SUDESTE,São Paulo,1799
07/2020,SUL,Santa Catarina,SUL,Paraná,8461
07/2020,SUL,Santa Catarina,SUL,Rio Grande do Sul,204
07/2020,SUL,Santa Catarina,SUL,Santa Catarina,2697
06/2020,CENTRO OESTE,Goiás,CENTRO OESTE,Distrito Federal,2664
06/2020,CENTRO OESTE,Goiás,CENTRO OESTE,Goiás,26590
06/2020,CENTRO OESTE,Goiás,NORDESTE,Bahia,10361
06/2020,CENTRO OESTE,Goiás,NORDESTE,Ceará,229
06/2020,CENTRO OESTE,Goiás,NORDESTE,Maranhão,4687
06/2020,CENTRO OESTE,Goiás,NORDESTE,Paraíba,304
06/2020,CENTRO OESTE,Goiás,NORDESTE,Pernambuco,5088
06/2020,CENTRO OESTE,Goiás,NORDESTE,Rio Grande do Norte,859
06/2020,CENTRO OESTE,Goiás,NORTE,Pará,1777
06/2020,CENTRO OESTE,Goiás,SUDESTE,Espírito Santo,1284
06/2020,CENTRO OESTE,Goiás,SUDESTE,Minas Gerais,24589
06/2020,CENTRO OESTE,Goiás,SUDESTE,São Paulo,1788
06/2020,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Distrito Federal,39400
06/2020,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Goiás,4562
06/2020,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Mato Grosso,143
06/2020,CENTRO OESTE,Mato Grosso,NORDESTE,Bahia,597
06/2020,CENTRO OESTE,Mato Grosso,NORDESTE,Ceará,1159
06/2020,CENTRO OESTE,Mato Grosso,NORDESTE,Maranhão,5332
06/2020,CENTRO OESTE,Mato Grosso,NORTE,Pará,37913
06/2020,CENTRO OESTE,Mato Grosso,SUDESTE,Minas Gerais,6983
06/2020,CENTRO OESTE,Mato Grosso,SUDESTE,Rio de Janeiro,140
06/2020,CENTRO OESTE,Mato Grosso,SUDESTE,São Paulo,5502
06/2020,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Goiás,616
06/2020,CENTRO OESTE,Mato Grosso do Sul,NORTE,Pará,4159
06/2020,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Minas Gerais,1941
06/2020,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Rio de Janeiro,524
06/2020,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,São Paulo,9923
06/2020,CENTRO OESTE,Mato Grosso do Sul,SUL,Paraná,959
06/2020,NORDESTE,Bahia,NORDESTE,Alagoas,1281
06/2020,NORDESTE,Bahia,NORDESTE,Bahia,17006
06/2020,NORDESTE,Bahia,NORDESTE,Ceará,3710
06/2020,NORDESTE,Bahia,NORDESTE,Maranhão,131
06/2020,NORDESTE,Bahia,NORDESTE,Paraíba,2828
06/2020,NORDESTE,Bahia,NORDESTE,Pernambuco,6520
06/2020,NORDESTE,Bahia,NORDESTE,Rio Grande do Norte,3718
06/2020,NORDESTE,Bahia,SUDESTE,Minas Gerais,393
06/2020,NORDESTE,Piauí,CENTRO OESTE,Distrito Federal,154
06/2020,NORDESTE,Piauí,NORDESTE,Bahia,43
06/2020,NORDESTE,Piauí,NORDESTE,Ceará,667
06/2020,NORDESTE,Piauí,NORDESTE,Maranhão,540
06/2020,NORDESTE,Piauí,NORDESTE,Pernambuco,360
06/2020,NORDESTE,Piauí,NORDESTE,Rio Grande do Norte,42
06/2020,NORDESTE,Piauí,NORTE,Pará,366
06/2020,NORTE,Rondônia,NORTE,Rondônia,365
06/2020,NORTE,Tocantins,CENTRO OESTE,Distrito Federal,4305
06/2020,NORTE,Tocantins,CENTRO OESTE,Goiás,55
06/2020,NORTE,Tocantins,NORDESTE,Bahia,526
06/2020,NORTE,Tocantins,NORDESTE,Maranhão,8194
06/2020,NORTE,Tocantins,NORDESTE,Paraíba,43
06/2020,NORTE,Tocantins,NORDESTE,Pernambuco,267
06/2020,NORTE,Tocantins,NORDESTE,Rio Grande do Norte,85
06/2020,NORTE,Tocantins,NORTE,Pará,4048
06/2020,NORTE,Tocantins,SUDESTE,Minas Gerais,352
06/2020,SUDESTE,Minas Gerais,SUDESTE,Minas Gerais,11758
06/2020,SUDESTE,Rio de Janeiro,SUDESTE,Espírito Santo,4439
06/2020,SUDESTE,Rio de Janeiro,SUDESTE,Minas Gerais,807
06/2020,SUDESTE,Rio de Janeiro,SUDESTE,Rio de Janeiro,7847
06/2020,SUDESTE,Rio de Janeiro,SUDESTE,São Paulo,1132
06/2020,SUDESTE,Rio de Janeiro,SUL,Paraná,409
06/2020,SUDESTE,São Paulo,CENTRO OESTE,Goiás,278
06/2020,SUDESTE,São Paulo,NORDESTE,Bahia,138
06/2020,SUDESTE,São Paulo,SUDESTE,Espírito Santo,946
06/2020,SUDESTE,São Paulo,SUDESTE,Minas Gerais,8208
06/2020,SUDESTE,São Paulo,SUDESTE,São Paulo,7674
06/2020,SUDESTE,São Paulo,SUL,Paraná,98
06/2020,SUL,Paraná,NORDESTE,Bahia,131
06/2020,SUL,Paraná,SUDESTE,Espírito Santo,1166
06/2020,SUL,Paraná,SUDESTE,Minas Gerais,2624
06/2020,SUL,Paraná,SUDESTE,Rio de Janeiro,1973
06/2020,SUL,Paraná,SUDESTE,São Paulo,32091
06/2020,SUL,Paraná,SUL,Paraná,17369
06/2020,SUL,Paraná,SUL,Santa Catarina,509
06/2020,SUL,Rio Grande do Sul,SUDESTE,Minas Gerais,1396
06/2020,SUL,Rio Grande do Sul,SUDESTE,Rio de Janeiro,2856
06/2020,SUL,Rio Grande do Sul,SUDESTE,São Paulo,59746
06/2020,SUL,Rio Grande do Sul,SUL,Paraná,125
06/2020,SUL,Rio Grande do Sul,SUL,Rio Grande do Sul,81952
06/2020,SUL,Rio Grande do Sul,SUL,Santa Catarina,12598
06/2020,SUL,Santa Catarina,SUDESTE,São Paulo,2395
06/2020,SUL,Santa Catarina,SUL,Paraná,6112
06/2020,SUL,Santa Catarina,SUL,Santa Catarina,3231
05/2020,CENTRO OESTE,Goiás,CENTRO OESTE,Distrito Federal,2800
05/2020,CENTRO OESTE,Goiás,CENTRO OESTE,Goiás,20470
05/2020,CENTRO OESTE,Goiás,NORDESTE,Bahia,13348
05/2020,CENTRO OESTE,Goiás,NORDESTE,Ceará,438
05/2020,CENTRO OESTE,Goiás,NORDESTE,Maranhão,3404
05/2020,CENTRO OESTE,Goiás,NORDESTE,Paraíba,302
05/2020,CENTRO OESTE,Goiás,NORDESTE,Pernambuco,4743
05/2020,CENTRO OESTE,Goiás,NORDESTE,Rio Grande do Norte,967
05/2020,CENTRO OESTE,Goiás,NORTE,Pará,2813
05/2020,CENTRO OESTE,Goiás,SUDESTE,Espírito Santo,1967
05/2020,CENTRO OESTE,Goiás,SUDESTE,Minas Gerais,27232
05/2020,CENTRO OESTE,Goiás,SUDESTE,São Paulo,1653
05/2020,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Distrito Federal,38264
05/2020,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Goiás,21265
05/2020,CENTRO OESTE,Mato Grosso,NORDESTE,Bahia,461
05/2020,CENTRO OESTE,Mato Grosso,NORDESTE,Ceará,1212
05/2020,CENTRO OESTE,Mato Grosso,NORDESTE,Maranhão,2759
05/2020,CENTRO OESTE,Mato Grosso,NORTE,Pará,34335
05/2020,CENTRO OESTE,Mato Grosso,SUDESTE,Minas Gerais,8815
05/2020,CENTRO OESTE,Mato Grosso,SUDESTE,Rio de Janeiro,1426
05/2020,CENTRO OESTE,Mato Grosso,SUDESTE,São Paulo,4081
05/2020,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Minas Gerais,129
05/2020,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Rio de Janeiro,86
05/2020,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,São Paulo,6579
05/2020,CENTRO OESTE,Mato Grosso do Sul,SUL,Paraná,102
05/2020,NORDESTE,Bahia,NORDESTE,Alagoas,1273
05/2020,NORDESTE,Bahia,NORDESTE,Bahia,13103
05/2020,NORDESTE,Bahia,NORDESTE,Ceará,4080
05/2020,NORDESTE,Bahia,NORDESTE,Maranhão,86
05/2020,NORDESTE,Bahia,NORDESTE,Paraíba,2686
05/2020,NORDESTE,Bahia,NORDESTE,Pernambuco,4880
05/2020,NORDESTE,Bahia,NORDESTE,Rio Grande do Norte,2837
05/2020,NORDESTE,Piauí,NORDESTE,Ceará,754
05/2020,NORDESTE,Piauí,NORDESTE,Maranhão,55
05/2020,NORDESTE,Piauí,NORDESTE,Pernambuco,398
05/2020,NORDESTE,Piauí,NORDESTE,Rio Grande do Norte,63
05/2020,NORTE,Rondônia,NORTE,Rondônia,411
05/2020,NORTE,Tocantins,CENTRO OESTE,Distrito Federal,3899
05/2020,NORTE,Tocantins,NORDESTE,Maranhão,7984
05/2020,NORTE,Tocantins,NORDESTE,Paraíba,41
05/2020,NORTE,Tocantins,NORDESTE,Pernambuco,55
05/2020,NORTE,Tocantins,NORDESTE,Rio Grande do Norte,130
05/2020,NORTE,Tocantins,NORTE,Pará,4159
05/2020,SUDESTE,Minas Gerais,SUDESTE,Minas Gerais,8989
05/2020,SUDESTE,Rio de Janeiro,SUDESTE,Espírito Santo,3789
05/2020,SUDESTE,Rio de Janeiro,SUDESTE,Minas Gerais,418
05/2020,SUDESTE,Rio de Janeiro,SUDESTE,Rio de Janeiro,5155
05/2020,SUDESTE,Rio de Janeiro,SUDESTE,São Paulo,206
05/2020,SUDESTE,São Paulo,CENTRO OESTE,Goiás,383
05/2020,SUDESTE,São Paulo,SUDESTE,Minas Gerais,5356
05/2020,SUDESTE,São Paulo,SUDESTE,São Paulo,4118
05/2020,SUL,Paraná,SUDESTE,Espírito Santo,3680
05/2020,SUL,Paraná,SUDESTE,Minas Gerais,4019
05/2020,SUL,Paraná,SUDESTE,Rio de Janeiro,2525
05/2020,SUL,Paraná,SUDESTE,São Paulo,38828
05/2020,SUL,Paraná,SUL,Paraná,20766
05/2020,SUL,Paraná,SUL,Santa Catarina,937
05/2020,SUL,Rio Grande do Sul,SUDESTE,Minas Gerais,711
05/2020,SUL,Rio Grande do Sul,SUDESTE,Rio de Janeiro,3213
05/2020,SUL,Rio Grande do Sul,SUDESTE,São Paulo,47843
05/2020,SUL,Rio Grande do Sul,SUL,Paraná,126
05/2020,SUL,Rio Grande do Sul,SUL,Rio Grande do Sul,66365
05/2020,SUL,Rio Grande do Sul,SUL,Santa Catarina,25076
05/2020,SUL,Santa Catarina,SUDESTE,São Paulo,2714
05/2020,SUL,Santa Catarina,SUL,Paraná,4900
05/2020,SUL,Santa Catarina,SUL,Rio Grande do Sul,412
05/2020,SUL,Santa Catarina,SUL,Santa Catarina,2896
04/2020,CENTRO OESTE,Goiás,CENTRO OESTE,Distrito Federal,3484
04/2020,CENTRO OESTE,Goiás,CENTRO OESTE,Goiás,22405
04/2020,CENTRO OESTE,Goiás,NORDESTE,Bahia,10308
04/2020,CENTRO OESTE,Goiás,NORDESTE,Ceará,55
04/2020,CENTRO OESTE,Goiás,NORDESTE,Maranhão,9087
04/2020,CENTRO OESTE,Goiás,NORDESTE,Paraíba,43
04/2020,CENTRO OESTE,Goiás,NORDESTE,Pernambuco,2240
04/2020,CENTRO OESTE,Goiás,NORDESTE,Rio Grande do Norte,598
04/2020,CENTRO OESTE,Goiás,NORTE,Pará,200
04/2020,CENTRO OESTE,Goiás,SUDESTE,Espírito Santo,1032
04/2020,CENTRO OESTE,Goiás,SUDESTE,Minas Gerais,20077
04/2020,CENTRO OESTE,Goiás,SUDESTE,Rio de Janeiro,40
04/2020,CENTRO OESTE,Goiás,SUDESTE,São Paulo,284
04/2020,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Distrito Federal,25350
04/2020,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Goiás,5567
04/2020,CENTRO OESTE,Mato Grosso,NORDESTE,Bahia,2010
04/2020,CENTRO OESTE,Mato Grosso,NORDESTE,Ceará,698
04/2020,CENTRO OESTE,Mato Grosso,NORDESTE,Maranhão,10017
04/2020,CENTRO OESTE,Mato Grosso,NORTE,Pará,29995
04/2020,CENTRO OESTE,Mato Grosso,SUDESTE,Minas Gerais,13554
04/2020,CENTRO OESTE,Mato Grosso,SUDESTE,Rio de Janeiro,58
04/2020,CENTRO OESTE,Mato Grosso,SUDESTE,São Paulo,10571
04/2020,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Espírito Santo,1383
04/2020,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Minas Gerais,3814
04/2020,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Rio de Janeiro,1165
04/2020,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,São Paulo,20925
04/2020,CENTRO OESTE,Mato Grosso do Sul,SUL,Paraná,97
04/2020,NORDESTE,Bahia,NORDESTE,Alagoas,1388
04/2020,NORDESTE,Bahia,NORDESTE,Bahia,12902
04/2020,NORDESTE,Bahia,NORDESTE,Ceará,3744
04/2020,NORDESTE,Bahia,NORDESTE,Maranhão,300
04/2020,NORDESTE,Bahia,NORDESTE,Paraíba,2474
04/2020,NORDESTE,Bahia,NORDESTE,Pernambuco,7309
04/2020,NORDESTE,Bahia,NORDESTE,Rio Grande do Norte,2828
04/2020,NORDESTE,Piauí,NORDESTE,Ceará,701
04/2020,NORDESTE,Piauí,NORDESTE,Maranhão,125
04/2020,NORDESTE,Piauí,NORDESTE,Pernambuco,80
04/2020,NORDESTE,Piauí,NORDESTE,Rio Grande do Norte,22
04/2020,NORTE,Rondônia,NORTE,Pará,412
04/2020,NORTE,Rondônia,NORTE,Rondônia,62
04/2020,NORTE,Tocantins,CENTRO OESTE,Distrito Federal,1684
04/2020,NORTE,Tocantins,NORDESTE,Maranhão,1723
04/2020,NORTE,Tocantins,NORTE,Pará,3788
04/2020,SUDESTE,Minas Gerais,SUDESTE,Minas Gerais,10377
04/2020,SUDESTE,Rio de Janeiro,NORDESTE,Bahia,1356
04/2020,SUDESTE,Rio de Janeiro,SUDESTE,Espírito Santo,2969
04/2020,SUDESTE,Rio de Janeiro,SUDESTE,Minas Gerais,1108
04/2020,SUDESTE,Rio de Janeiro,SUDESTE,Rio de Janeiro,4561
04/2020,SUDESTE,Rio de Janeiro,SUDESTE,São Paulo,1107
04/2020,SUDESTE,São Paulo,NORDESTE,Bahia,293
04/2020,SUDESTE,São Paulo,SUDESTE,Espírito Santo,815
04/2020,SUDESTE,São Paulo,SUDESTE,Minas Gerais,4776
04/2020,SUDESTE,São Paulo,SUDESTE,Rio de Janeiro,696
04/2020,SUDESTE,São Paulo,SUDESTE,São Paulo,11953
04/2020,SUDESTE,São Paulo,SUL,Paraná,453
04/2020,SUL,Paraná,SUDESTE,Espírito Santo,164
04/2020,SUL,Paraná,SUDESTE,Minas Gerais,81
04/2020,SUL,Paraná,SUDESTE,Rio de Janeiro,3791
04/2020,SUL,Paraná,SUDESTE,São Paulo,29743
04/2020,SUL,Paraná,SUL,Paraná,20760
04/2020,SUL,Paraná,SUL,Rio Grande do Sul,155
04/2020,SUL,Paraná,SUL,Santa Catarina,2356
04/2020,SUL,Rio Grande do Sul,SUDESTE,Rio de Janeiro,3247
04/2020,SUL,Rio Grande do Sul,SUDESTE,São Paulo,35820
04/2020,SUL,Rio Grande do Sul,SUL,Rio Grande do Sul,74966
04/2020,SUL,Rio Grande do Sul,SUL,Santa Catarina,10073
04/2020,SUL,Santa Catarina,SUDESTE,Rio de Janeiro,85
04/2020,SUL,Santa Catarina,SUDESTE,São Paulo,1542
04/2020,SUL,Santa Catarina,SUL,Paraná,3967
04/2020,SUL,Santa Catarina,SUL,Rio Grande do Sul,923
04/2020,SUL,Santa Catarina,SUL,Santa Catarina,4873
03/2020,CENTRO OESTE,Goiás,CENTRO OESTE,Distrito Federal,3931
03/2020,CENTRO OESTE,Goiás,CENTRO OESTE,Goiás,23382
03/2020,CENTRO OESTE,Goiás,NORDESTE,Bahia,12464
03/2020,CENTRO OESTE,Goiás,NORDESTE,Ceará,1234
03/2020,CENTRO OESTE,Goiás,NORDESTE,Maranhão,6882
03/2020,CENTRO OESTE,Goiás,NORDESTE,Paraíba,41
03/2020,CENTRO OESTE,Goiás,NORDESTE,Pernambuco,4024
03/2020,CENTRO OESTE,Goiás,NORDESTE,Rio Grande do Norte,1143
03/2020,CENTRO OESTE,Goiás,NORTE,Pará,254
03/2020,CENTRO OESTE,Goiás,SUDESTE,Espírito Santo,450
03/2020,CENTRO OESTE,Goiás,SUDESTE,Minas Gerais,22675
03/2020,CENTRO OESTE,Goiás,SUDESTE,Rio de Janeiro,281
03/2020,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Distrito Federal,43536
03/2020,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Goiás,7288
03/2020,CENTRO OESTE,Mato Grosso,NORDESTE,Bahia,2324
03/2020,CENTRO OESTE,Mato Grosso,NORDESTE,Ceará,795
03/2020,CENTRO OESTE,Mato Grosso,NORDESTE,Maranhão,8416
03/2020,CENTRO OESTE,Mato Grosso,NORTE,Pará,37592
03/2020,CENTRO OESTE,Mato Grosso,SUDESTE,Minas Gerais,17554
03/2020,CENTRO OESTE,Mato Grosso,SUDESTE,São Paulo,5444
03/2020,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Distrito Federal,4594
03/2020,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Goiás,57
03/2020,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Espírito Santo,1124
03/2020,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Minas Gerais,3903
03/2020,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Rio de Janeiro,3983
03/2020,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,São Paulo,17012
03/2020,CENTRO OESTE,Mato Grosso do Sul,SUL,Paraná,592
03/2020,NORDESTE,Bahia,NORDESTE,Alagoas,2156
